;id;Nummer;Lid;Opsomming niveau 1;Opsomming niveau 2;Opsomming niveau 3;Zin;Versie;jci 1.3;Brontekst;Action;Object;Actor;Recipient;Opmerkingen;Action 2;Object 2;Actor 2;Recipient 2;Action 3;Object 3;Actor 3;Recipient 3;tokens;srl_tags
1218;12;Hoofdstuk2;Afdeling2.2;Artikel2:6;Lid2;;1-7-1995;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:6&lid=2&z=2021-03-01&g=2021-03-01;;In afwijking van het eerste lid kan een andere taal worden gebruikt indien het gebruik daarvan doelmatiger is en de belangen van derden daardoor niet onevenredig worden geschaad . ;gebruiken;een andere taal;;;;;;;;;;;;['In', 'afwijking', 'van', 'het', 'eerste', 'lid', 'kan', 'een', 'andere', 'taal', 'worden', 'gebruikt', 'indien', 'het', 'gebruik', 'daarvan', 'doelmatiger', 'is', 'en', 'de', 'belangen', 'van', 'derden', 'daardoor', 'niet', 'onevenredig', 'worden', 'geschaad', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'V', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1225;19;Hoofdstuk2;Afdeling2.3;Artikel2:13;Lid1;;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=1&z=2021-03-01&g=2021-03-01;;In het verkeer tussen burgers en bestuursorganen kan een bericht elektronisch worden verzonden ,  mits de bepalingen van deze afdeling in acht worden genomen . ;kan elektronisch worden verzonden;een bericht;;;;;;;;;;;;['In', 'het', 'verkeer', 'tussen', 'burgers', 'en', 'bestuursorganen', 'kan', 'een', 'bericht', 'elektronisch', 'worden', 'verzonden', ',', 'mits', 'de', 'bepalingen', 'van', 'deze', 'afdeling', 'in', 'acht', 'worden', 'genomen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'OBJ', 'OBJ', 'V', 'V', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1227;21;Hoofdstuk2;Afdeling2.3;Artikel2:13;Lid2;Onderdeela;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&o=a&z=2021-03-01&g=2021-03-01;;dit bij of krachtens wettelijk voorschrift is bepaald ,  of;is bepaald;dit;;;;;;;;;;;;['dit', 'bij', 'of', 'krachtens', 'wettelijk', 'voorschrift', 'is', 'bepaald', ',', 'of'];['OBJ', 'O', 'O', 'O', 'O', 'O', 'V', 'V', ',', 'O']
1228;22;Hoofdstuk2;Afdeling2.3;Artikel2:13;Lid2;Onderdeelb;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&o=b&z=2021-03-01&g=2021-03-01;;een vormvoorschrift zich tegen elektronische verzending verzet . ;tegen verzet;elektronische verzending;een vormvoorschrift;;;;;;;;;;;['een', 'vormvoorschrift', 'zich', 'tegen', 'elektronische', 'verzending', 'verzet', '.'];['ACTOR', 'ACTOR', 'O', 'V', 'OBJ', 'OBJ', 'V', '.']
1229;23;Hoofdstuk2;Afdeling2.3;Artikel2:14;Lid1;;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=1&z=2021-03-01&g=2021-03-01;;Een bestuursorgaan kan een bericht dat tot een of meer geadresseerden is gericht ,  elektronisch verzenden voor zover de geadresseerde kenbaar heeft gemaakt dat hij langs deze weg voldoende bereikbaar is . ;kan elektrisch verzenden;een bericht dat tot een of meer geadresseerden is gericht;Een bestuursorgaan;;;;;;;;;;;['Een', 'bestuursorgaan', 'kan', 'een', 'bericht', 'dat', 'tot', 'een', 'of', 'meer', 'geadresseerden', 'is', 'gericht', ',', 'elektronisch', 'verzenden', 'voor', 'zover', 'de', 'geadresseerde', 'kenbaar', 'heeft', 'gemaakt', 'dat', 'hij', 'langs', 'deze', 'weg', 'voldoende', 'bereikbaar', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1232;26;Hoofdstuk2;Afdeling2.3;Artikel2:15;Lid1;;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=1&z=2021-03-01&g=2021-03-01;;Een bericht kan elektronisch naar een bestuursorgaan worden verzonden voor zover het bestuursorgaan kenbaar heeft gemaakt dat deze weg is geopend .  Het bestuursorgaan kan nadere eisen stellen aan het gebruik van de elektronische weg . ;kan elektronisch worden verzonden naar;Een bericht;;een bestuursorgaan;;;;;;;;;;['Een', 'bericht', 'kan', 'elektronisch', 'naar', 'een', 'bestuursorgaan', 'worden', 'verzonden', 'voor', 'zover', 'het', 'bestuursorgaan', 'kenbaar', 'heeft', 'gemaakt', 'dat', 'deze', 'weg', 'is', 'geopend', '.', 'Het', 'bestuursorgaan', 'kan', 'nadere', 'eisen', 'stellen', 'aan', 'het', 'gebruik', 'van', 'de', 'elektronische', 'weg', '.'];['OBJ', 'OBJ', 'V', 'V', 'V', 'ACTOR', 'ACTOR', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1233;27;Hoofdstuk2;Afdeling2.3;Artikel2:15;Lid2;;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=2&z=2021-03-01&g=2021-03-01;;Een bestuursorgaan kan elektronisch verschafte gegevens en bescheiden weigeren voor zover de aanvaarding daarvan tot een onevenredige belasting voor het bestuursorgaan zou leiden . ;kan weigeren;elektronisch verschafte gegevens en bescheiden;Een bestuursorgaan;;;;;;;;;;;['Een', 'bestuursorgaan', 'kan', 'elektronisch', 'verschafte', 'gegevens', 'en', 'bescheiden', 'weigeren', 'voor', 'zover', 'de', 'aanvaarding', 'daarvan', 'tot', 'een', 'onevenredige', 'belasting', 'voor', 'het', 'bestuursorgaan', 'zou', 'leiden', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1234;28;Hoofdstuk2;Afdeling2.3;Artikel2:15;Lid3;;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=3&z=2021-03-01&g=2021-03-01;;Een bestuursorgaan kan een elektronisch verzonden bericht weigeren voor zover de betrouwbaarheid of vertrouwelijkheid van dit bericht onvoldoende is gewaarborgd ,  gelet op de aard en de inhoud van het bericht en het doel waarvoor het wordt gebruikt . ;kan weigeren;een elektronisch verzonden bericht;Een bestuursorgaan;;;;;;;;;;;['Een', 'bestuursorgaan', 'kan', 'een', 'elektronisch', 'verzonden', 'bericht', 'weigeren', 'voor', 'zover', 'de', 'betrouwbaarheid', 'of', 'vertrouwelijkheid', 'van', 'dit', 'bericht', 'onvoldoende', 'is', 'gewaarborgd', ',', 'gelet', 'op', 'de', 'aard', 'en', 'de', 'inhoud', 'van', 'het', 'bericht', 'en', 'het', 'doel', 'waarvoor', 'het', 'wordt', 'gebruikt', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1235;29;Hoofdstuk2;Afdeling2.3;Artikel2:15;Lid4;;1-7-2004;jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=4&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan deelt een weigering op grond van dit artikel zo spoedig mogelijk aan de afzender mede . ;deelt mede;een weigering op grond van dit artikel;Het bestuursorgaan;de afzender;;;;;;;;;;['Het', 'bestuursorgaan', 'deelt', 'een', 'weigering', 'op', 'grond', 'van', 'dit', 'artikel', 'zo', 'spoedig', 'mogelijk', 'aan', 'de', 'afzender', 'mede', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'REC', 'REC', 'V', '.']
1244;38;Hoofdstuk3;Afdeling3.2;Artikel3:2;;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:2&z=2021-03-01&g=2021-03-01;;Bij de voorbereiding van een besluit vergaart het bestuursorgaan de nodige kennis omtrent de relevante feiten en de af te wegen belangen . ;vergaart;de nodige kennis omtrent de relevante feiten en de af te wegen belangen;het bestuursorgaan;;;;;;;;;;;['Bij', 'de', 'voorbereiding', 'van', 'een', 'besluit', 'vergaart', 'het', 'bestuursorgaan', 'de', 'nodige', 'kennis', 'omtrent', 'de', 'relevante', 'feiten', 'en', 'de', 'af', 'te', 'wegen', 'belangen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
1245;39;Hoofdstuk3;Afdeling3.2;Artikel3:3;;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:3&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan gebruikt de bevoegdheid tot het nemen van een besluit niet voor een ander doel dan waarvoor die bevoegdheid is verleend . ;gebruikt niet;de bevoegdheid tot het nemen van een besluit;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'gebruikt', 'de', 'bevoegdheid', 'tot', 'het', 'nemen', 'van', 'een', 'besluit', 'niet', 'voor', 'een', 'ander', 'doel', 'dan', 'waarvoor', 'die', 'bevoegdheid', 'is', 'verleend', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1246;40;Hoofdstuk3;Afdeling3.2;Artikel3:4;Lid1;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:4&lid=1&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan weegt de rechtstreeks bij het besluit betrokken belangen af ,  voor zover niet uit een wettelijk voorschrift of uit de aard van de uit te oefenen bevoegdheid een beperking voortvloeit . ;weegt af;de rechtstreeks bij het besluit betrokken belangen;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'weegt', 'de', 'rechtstreeks', 'bij', 'het', 'besluit', 'betrokken', 'belangen', 'af', ',', 'voor', 'zover', 'niet', 'uit', 'een', 'wettelijk', 'voorschrift', 'of', 'uit', 'de', 'aard', 'van', 'de', 'uit', 'te', 'oefenen', 'bevoegdheid', 'een', 'beperking', 'voortvloeit', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1250;44;Hoofdstuk3;Afdeling3.3;Artikel3:6;Lid1;;26-7-1995;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:6&lid=1&z=2021-03-01&g=2021-03-01;;Indien aan de adviseur niet reeds bij wettelijk voorschrift een termijn is gesteld ,  kan het bestuursorgaan aangeven binnen welke termijn een advies wordt verwacht .  Deze termijn mag niet zodanig kort zijn ,  dat de adviseur zijn taak niet naar behoren kan vervullen . ;kan vervullen;zijn taak;de adviseur;;;;;;;;;;;['Deze', 'termijn', 'mag', 'niet', 'zodanig', 'kort', 'zijn', ',', 'dat', 'de', 'adviseur', 'zijn', 'taak', 'niet', 'naar', 'behoren', 'kan', 'vervullen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'O', 'O', 'O', 'V', 'V', '.']
1252;46;Hoofdstuk3;Afdeling3.3;Artikel3:7;Lid1;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:7&lid=1&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan waaraan advies wordt uitgebracht ,  stelt aan de adviseur ,  al dan niet op verzoek ,  de gegevens ter beschikking die nodig zijn voor een goede vervulling van diens taak . ;stelt ter beschikking;de gegevens;Het bestuursorgaan waaraan advies wordt uitgebracht;de adviseur;;;;;;;;;;['Het', 'bestuursorgaan', 'waaraan', 'advies', 'wordt', 'uitgebracht', ',', 'stelt', 'aan', 'de', 'adviseur', ',', 'al', 'dan', 'niet', 'op', 'verzoek', ',', 'de', 'gegevens', 'ter', 'beschikking', 'die', 'nodig', 'zijn', 'voor', 'een', 'goede', 'vervulling', 'van', 'diens', 'taak', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'V', 'O', 'REC', 'REC', ',', 'O', 'O', 'O', 'O', 'O', ',', 'OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1261;55;Hoofdstuk3;Afdeling3.4;Artikel3:11;Lid1;;1-7-2005;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:11&lid=1&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan legt het ontwerp van het te nemen besluit ,  met de daarop betrekking hebbende stukken die redelijkerwijs nodig zijn voor een beoordeling van het ontwerp ,  ter inzage . ;legt ter inzage;het ontwerp van het te nemen besluit, met de daarop betrekking hebbende stukken die redelijkerwijs nodig zijn voor een beoordeling van het ontwerp;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'legt', 'het', 'ontwerp', 'van', 'het', 'te', 'nemen', 'besluit', ',', 'met', 'de', 'daarop', 'betrekking', 'hebbende', 'stukken', 'die', 'redelijkerwijs', 'nodig', 'zijn', 'voor', 'een', 'beoordeling', 'van', 'het', 'ontwerp', ',', 'ter', 'inzage', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'V', 'V', '.']
1276;70;Hoofdstuk3;Afdeling3.4;Artikel3:15;Lid1;;1-7-2005;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:15&lid=1&z=2021-03-01&g=2021-03-01;;Belanghebbenden kunnen bij het bestuursorgaan naar keuze schriftelijk of mondeling hun zienswijze over het ontwerp naar voren brengen . ;kunnen naar voren brengen;hun zienswijze over het ontwerp;Belanghebbenden;het bestuursorgaan;;;;;;;;;;['Belanghebbenden', 'kunnen', 'bij', 'het', 'bestuursorgaan', 'naar', 'keuze', 'schriftelijk', 'of', 'mondeling', 'hun', 'zienswijze', 'over', 'het', 'ontwerp', 'naar', 'voren', 'brengen', '.'];['ACTOR', 'V', 'O', 'REC', 'REC', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'V', '.']
1277;71;Hoofdstuk3;Afdeling3.4;Artikel3:15;Lid2;;1-7-2005;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:15&lid=2&z=2021-03-01&g=2021-03-01;;Bij wettelijk voorschrift of door het bestuursorgaan kan worden bepaald dat ook aan anderen de gelegenheid moet worden geboden hun zienswijze naar voren te brengen . ;kan worden bepaald;anderen de gelegenheid moet worden geboden hun zienswijze naar voren te brengen;;;;;;;;;;;;['Bij', 'wettelijk', 'voorschrift', 'of', 'door', 'het', 'bestuursorgaan', 'kan', 'worden', 'bepaald', 'dat', 'ook', 'aan', 'anderen', 'de', 'gelegenheid', 'moet', 'worden', 'geboden', 'hun', 'zienswijze', 'naar', 'voren', 'te', 'brengen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'V', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
1283;77;Hoofdstuk3;Afdeling3.4;Artikel3:17;;;1-7-2005;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:17&z=2021-03-01&g=2021-03-01;;Van hetgeen overeenkomstig  mondeling naar voren is gebracht ,  wordt een verslag gemaakt . artikel 3 : 15;wordt gemaakt;een verslag;;;;;;;;;;;;['Van', 'hetgeen', 'overeenkomstig', 'mondeling', 'naar', 'voren', 'is', 'gebracht', ',', 'wordt', 'een', 'verslag', 'gemaakt', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'OBJ', 'OBJ', 'V', '.']
1286;80;Hoofdstuk3;Afdeling3.4;Artikel3:18;Lid3;;1-7-2005;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:18&lid=3&z=2021-03-01&g=2021-03-01;;In afwijking van het eerste lid neemt het bestuursorgaan het besluit uiterlijk twaalf weken na de terinzagelegging van het ontwerp ,  indien het een besluit betreft : ;neemt;het besluit;het bestuursorgaan;;;;;;;;;;;['In', 'afwijking', 'van', 'het', 'eerste', 'lid', 'neemt', 'het', 'bestuursorgaan', 'het', 'besluit', 'uiterlijk', 'twaalf', 'weken', 'na', 'de', 'terinzagelegging', 'van', 'het', 'ontwerp', ',', 'indien', 'het', 'een', 'besluit', 'betreft', ':'];['O', 'O', 'O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', ':']
1291;85;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.2;Artikel3:20;Lid1;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.2&artikel=3:20&lid=1&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan bevordert dat een aanvrager in kennis wordt gesteld van andere op aanvraag te nemen besluiten waarvan het bestuursorgaan redelijkerwijs kan aannemen dat deze nodig zijn voor de door de aanvrager te verrichten activiteit . ;bevordert;dat een aanvrager in kennis wordt gesteld van andere op aanvraag te nemen besluiten waarvan het bestuursorgaan redelijkerwijs kan aannemen dat deze nodig zijn voor de door de aanvrager te verrichten activiteit;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'bevordert', 'dat', 'een', 'aanvrager', 'in', 'kennis', 'wordt', 'gesteld', 'van', 'andere', 'op', 'aanvraag', 'te', 'nemen', 'besluiten', 'waarvan', 'het', 'bestuursorgaan', 'redelijkerwijs', 'kan', 'aannemen', 'dat', 'deze', 'nodig', 'zijn', 'voor', 'de', 'door', 'de', 'aanvrager', 'te', 'verrichten', 'activiteit', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
1297;94;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:23;Lid1;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:23&lid=1&z=2021-03-01&g=2021-03-01;;Het cordinerend bestuursorgaan bevordert een doelmatige en samenhangende besluitvorming ,  waarbij de bestuursorganen bij de beoordeling van de aanvragen in ieder geval rekening houden met de onderlinge samenhang daartussen en tevens letten op de samenhang tussen de te nemen besluiten . ;bevordert;een doelmatige en samenhangende besluitvorming;Het cordinerend bestuursorgaan;;;;;;;;;;;['Het', 'cordinerend', 'bestuursorgaan', 'bevordert', 'een', 'doelmatige', 'en', 'samenhangende', 'besluitvorming', ',', 'waarbij', 'de', 'bestuursorganen', 'bij', 'de', 'beoordeling', 'van', 'de', 'aanvragen', 'in', 'ieder', 'geval', 'rekening', 'houden', 'met', 'de', 'onderlinge', 'samenhang', 'daartussen', 'en', 'tevens', 'letten', 'op', 'de', 'samenhang', 'tussen', 'de', 'te', 'nemen', 'besluiten', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1298;95;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:23;Lid2;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:23&lid=2&z=2021-03-01&g=2021-03-01;;De andere betrokken bestuursorganen verlenen de medewerking die voor het welslagen van een doelmatige en samenhangende besluitvorming nodig is . ;verlenen;de medewerking die voor het welslagen van een doelmatige en samenhangende besluitvorming nodig is;De andere betrokken bestuursorganen;;;;;;;;;;;['De', 'andere', 'betrokken', 'bestuursorganen', 'verlenen', 'de', 'medewerking', 'die', 'voor', 'het', 'welslagen', 'van', 'een', 'doelmatige', 'en', 'samenhangende', 'besluitvorming', 'nodig', 'is', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
1299;96;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:24;Lid1;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:24&lid=1&z=2021-03-01&g=2021-03-01;;De besluiten worden zoveel mogelijk gelijktijdig aangevraagd ,  met dien verstande dat de laatste aanvraag niet later wordt ingediend dan zes weken na ontvangst van de eerste aanvraag . ;worden aangevraagd;De besluiten;;;;;;;;;;;;['De', 'besluiten', 'worden', 'zoveel', 'mogelijk', 'gelijktijdig', 'aangevraagd', ',', 'met', 'dien', 'verstande', 'dat', 'de', 'laatste', 'aanvraag', 'niet', 'later', 'wordt', 'ingediend', 'dan', 'zes', 'weken', 'na', 'ontvangst', 'van', 'de', 'eerste', 'aanvraag', '.'];['OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1300;97;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:24;Lid2;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:24&lid=2&z=2021-03-01&g=2021-03-01;;De aanvragen worden ingediend bij het cordinerend bestuursorgaan .  Het cordinerend bestuursorgaan zendt terstond na ontvangst van de aanvragen een afschrift daarvan aan de bevoegde bestuursorganen . ;worden ingediend;De aanvragen;;het cordinerend bestuursorgaan;zendt;een afschrift;het cordinerend bestuursorgaan;de bevoegde bestuursorganen;;;;;;['De', 'aanvragen', 'worden', 'ingediend', 'bij', 'het', 'cordinerend', 'bestuursorgaan', '.'];['OBJ', 'OBJ', 'V', 'V', 'O', 'REC', 'REC', 'REC', '.']
1300;97;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:24;Lid2;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:24&lid=2&z=2021-03-01&g=2021-03-01;;De aanvragen worden ingediend bij het cordinerend bestuursorgaan .  Het cordinerend bestuursorgaan zendt terstond na ontvangst van de aanvragen een afschrift daarvan aan de bevoegde bestuursorganen . ;worden ingediend;De aanvragen;;het cordinerend bestuursorgaan;zendt;een afschrift;het cordinerend bestuursorgaan;de bevoegde bestuursorganen;;;;;;['Het', 'cordinerend', 'bestuursorgaan', 'zendt', 'terstond', 'na', 'ontvangst', 'van', 'de', 'aanvragen', 'een', 'afschrift', 'daarvan', 'aan', 'de', 'bevoegde', 'bestuursorganen', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'O', 'O', 'REC', 'REC', 'REC', '.']
1302;99;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:24;Lid4;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:24&lid=4&z=2021-03-01&g=2021-03-01;;Bij het in  ,  bedoelde wettelijk voorschrift kan worden bepaald dat de aanvraag voor een besluit niet wordt behandeld indien niet tevens de aanvraag voor een ander besluit is ingediend . artikel 3 : 21 ,  eerste lid ,  onderdeel a;kan worden bepaald;de aanvraag voor een besluit niet wordt behandeld;;;;;;;;;;;;['Bij', 'het', 'in', ',', 'bedoelde', 'wettelijk', 'voorschrift', 'kan', 'worden', 'bepaald', 'dat', 'de', 'aanvraag', 'voor', 'een', 'besluit', 'niet', 'wordt', 'behandeld', 'indien', 'niet', 'tevens', 'de', 'aanvraag', 'voor', 'een', 'ander', 'besluit', 'is', 'ingediend', '.'];['O', 'O', 'O', ',', 'O', 'O', 'O', 'V', 'V', 'V', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
